,polarity,subjectivity,filtered_polarity,filtered_subjectivity,Open,High,Low,Close,Volume,Market Cap
2020-02-22,-0.007753314393939392,0.29715041035353534,0,1,9687.70676008,9698.23112312,9600.72878571,9663.18182933,35838025154.2608,176180696547.80103
2020-02-23,0.08434744268077601,0.3877425044091711,0,1,9663.31864201,9937.40410608,9657.79114467,9924.51522822,41185185761.491,180963233539.785
2020-02-24,0.009055555555555561,0.18455555555555556,0,0,9921.58346055,9951.74614899,9537.04322252,9650.17480677,45080496648.3463,175977808525.913
2020-02-25,-0.06527777777777777,0.4636363636363637,0,1,9651.31279866,9652.73686506,9305.02118582,9341.70516876,42515259129.2118,170369581557.89
2020-02-26,0.04689542483660131,0.29526143790849674,0,1,9338.29028024,9354.77831023,8704.4265506,8820.52220005,50420050761.9225,160879489024.207
2020-02-27,0.02577777777777778,0.3042222222222222,0,1,8825.09351775,8932.89304727,8577.19930942,8784.49384867,45470195695.0864,160238496932.208
2020-02-28,0.01980859010270775,0.3256862745098039,0,1,8788.72854689,8890.45600513,8492.93215312,8672.45534996,44605450442.7398,158211707018.784
2020-02-29,0.012499999999999999,0.15892857142857145,0,0,8671.21254207,8775.63201232,8599.50861972,8599.50861972,35792392544.0102,156895988083.74
2020-03-01,0.10983796296296296,0.2232638888888889,0,1,6984.428612299999,7413.71509934,6914.99590793,7344.88418341,28111481031.9377,133233444755.489
2020-03-02,0.007500000000000018,0.35583333333333333,0,1,9344.68367852,9540.37173779,9248.63423233,9293.52108908,30934096508.7388,169126861033.712
2020-03-03,0.10887626262626264,0.23206439393939393,0,1,8865.38796487,8901.59868323,8704.99029396,8787.78645576,42386715820.5577,160383579416.238
2020-03-13,-0.010586124401913878,0.3848883572567783,0,1,5017.83083939,5838.11493749,4106.98075029,5563.70689169,74156772074.9603,101644613038.335
2020-03-14,0.15888888888888889,0.3256018518518518,0,1,5573.07764952,5625.22650517,5125.06934725,5200.36626392,36154506007.5848,95014981943.9861
2020-03-15,-0.0779124579124579,0.3960942760942761,0,1,5201.06668673,5836.64500618,5169.28339052,5392.31488002,33997889638.762,98530059889.968
2020-03-16,0.09821428571428571,0.3357142857142857,0,1,5385.22952159,5385.22952159,4575.35788665,5014.47997748,45368026429.6205,91633478850.4746
2020-04-01,0.11288324420677362,0.21532976827094477,0,1,7345.37527527,7427.38579435,7309.5140117,7410.65656642,18444271274.7607,134442464030.264
2020-04-02,0.08515406162464986,0.463795518207283,0,1,9292.84190002,9331.26581712,9112.8114171,9180.962966500001,29893183716.0878,167093636161.856
2020-04-03,0.11624526515151516,0.2509895833333333,0,1,8788.54218625,8843.36574975,8712.43181192,8755.24589461,34746706368.1467,159807857328.088
2020-05-01,0.015630570409982177,0.28159536541889485,0,1,7410.45169373,7544.49687224,7400.5355609,7411.31732676,19725074094.5446,134469548249.07599
2020-05-02,0.04428571428571428,0.33345238095238094,0,1,9183.41577743,9701.30003735,9163.70413921,9613.42428895,35222060874.4553,174983423932.952
2020-05-03,0.16403882575757575,0.46259469696969696,0,1,8760.28504049,9142.05429624,8757.25403405,9078.76279174,39698054597.4259,165731679917.865
2020-05-27,-0.2,0.2,0,0,8837.381212799999,9203.32051535,8834.15742919,9181.01794762,32740536902.3266,168814700531.386
2020-05-28,0.012499999999999997,0.14557291666666666,0,0,9184.94499772,9546.31960175,9148.45714843,9525.751094700001,34367073114.464,175161235290.292
2020-05-29,-0.09563341750841751,0.23426978114478114,0,1,9528.35562913,9573.66681733,9379.33894613,9439.12439045,32896642044.2639,173575756364.005
2020-05-30,-0.05476190476190474,0.31190476190476185,0,1,9438.91400926,9704.03030928,9366.72941775,9700.41407169,32722975141.2035,178390129757.67603
2020-05-31,0.23333333333333334,0.25555555555555554,1,1,9700.10569689,9700.34389507,9432.29679512,9461.05891806,27773290298.5099,173997151929.677
2020-06-01,0.038748976248976254,0.172031122031122,0,0,7410.45216807,7781.86718275,7409.29318246,7769.21903905,23276261598.2482,140976457303.71
2020-06-02,0.044654439128123335,0.3123763955342903,0,1,9617.821044799999,9824.61926061,9539.818085100002,9729.80223149,37628823715.5135,177118274393.946
2020-06-03,0.025570860116314664,0.23031756963575142,0,1,9078.30852906,9167.69579623,9032.07958273,9122.54557333,40826885650.9438,166548261959.53198
2020-06-04,0.06406926406926407,0.18785714285714286,0,0,6788.04980287,7271.781152699999,6782.88974461,7271.781152699999,46896904614.9285,133140400947.86
2020-06-05,0.14848484848484847,0.22575757575757577,0,1,9007.44125582,9411.46787039,8966.70598977,9268.76208066,49371886931.4799,170229620935.298
2020-06-06,0.0053750000000000004,0.11562500000000002,0,0,9664.90477464,9773.43201601,9591.02453467,9653.67926335,20438419222.3341,177595657884.165
2020-06-07,0.04722222222222222,0.13611111111111113,0,0,9072.85007426,9375.47475925,9058.6644583,9375.47475925,17889263251.9634,172746103840.155
2020-06-08,-0.00738636363636364,0.19412878787878787,0,0,11749.871332100001,11902.3359717,11598.7138024,11779.7732574,23400740340.1344,217377233001.07602
2020-06-09,-0.05227272727272727,0.15353535353535352,0,0,10167.2167634,10353.928072,10056.8857496,10280.3517032,37071460174.4703,189997214393.28897
2020-06-10,-0.01982323232323231,0.24075126262626265,0,1,10796.30685484,10797.57808729,10528.890831,10604.40588882,42623695307.42572,196281911458.15375
2020-06-11,-0.011931818181818179,0.21685606060606058,0,1,15579.72923853,15903.43797604,15226.8393924,15565.88058083,39837841971.44575,288526920959.49664
2020-06-12,-0.03175438596491228,0.31157894736842107,0,1,19154.18059333,19390.49989515,18897.89407205,19345.12095871,25293775713.52131,359123541247.0556
2020-06-13,0.06515151515151517,0.28787878787878785,0,1,9480.73574979,9493.21171489,9396.00939365,9475.27733834,17564322315.198,174381819725.142
2020-06-14,0.023863636363636368,0.19431818181818183,0,0,9477.55403706,9482.27093599,9347.59379317,9386.78789214,18991732745.507,172763239787.199
2020-06-15,-0.021231546231546237,0.2913364413364414,0,1,9386.03529073,9504.86006526,8990.175946700001,9450.70198692,26699704768.4568,173947607771.72598
2020-06-16,0.026495726495726495,0.13760683760683762,0,0,9454.26643056,9579.43037458,9400.44500832,9538.0243743,21565537208.8567,175563963385.47598
2020-06-17,0.14166666666666666,0.24114583333333334,0,1,9533.78375101,9540.42327076,9327.33958675,9480.25536624,20177709879.1518,174508805561.132
2020-06-18,0.05311004784688995,0.2195574162679426,0,1,9481.56706237,9482.78198635,9328.39559548,9411.84046197,17770083002.7017,173256688664.117
2020-06-19,0.06644886363636365,0.17180871212121213,0,0,9410.29434848,9440.87603373,9274.29612136,9288.01871603,19632223107.3844,170985625732.412
2020-06-20,0.1272727272727273,0.3553030303030303,0,1,9290.96027975,9394.97159448,9247.37967261,9332.340762,17130541557.3081,171809438650.585
2020-06-21,0.21484848484848484,0.45130050505050495,1,1,9330.9264778,9401.10749682,9300.43050848,9303.62971409,15324301168.8293,171289415078.632
2020-06-22,0.0986111111111111,0.22795138888888888,0,1,9300.91545819,9655.07321812,9296.87166573,9648.71760979,21104009513.9664,177651397436.60898
2020-06-23,0.010606060606060607,0.07732884399551067,0,0,9644.07594221,9670.54076171,9547.24708412,9629.65836578,17006433272.0405,177310052079.17102
2020-06-24,0.05856643356643357,0.12054195804195805,0,0,9632.14957943,9680.36714624,9278.23354695,9313.61034868,18961716075.6046,171498781279.927
2020-06-25,-0.008636363636363643,0.235,0,1,9314.12688901,9340.16150568,9095.32457939,9264.81304308,18616048626.1063,170608289503.75302
2020-06-26,0.074375,0.18944444444444444,0,0,9260.99499378,9310.51638223,9101.73845201,9162.91760386,18341465836.5998,168741367621.97
2020-06-27,-0.08636363636363634,0.4136363636363637,0,1,9167.82427849,9207.81098342,8998.21670066,9045.39095672,17273093144.4037,166584831506.245
2020-06-28,0.12209415584415587,0.4165638528138528,0,1,9048.46083712,9197.54701677,8975.52585473,9143.58219104,14560870760.2209,168401806136.911
2020-06-29,0.04654882154882154,0.09158249158249158,0,0,9140.02907078,9237.57275525,9041.87625573,9190.85446467,16460547078.0368,169280659245.84302
2020-06-30,0.0078125,0.20625,0,1,9185.58126105,9217.83601269,9084.83749244,9137.99340026,15735797743.9923,168315606321.29
2020-07-01,0.06342158833230262,0.2537101886209029,0,1,7768.68189098,8178.21587336,7768.22771944,8163.69223944,28767291326.9703,148152237653.685
2020-07-02,0.09269640852974187,0.3811952861952862,0,1,9726.00315742,9834.71678972,9726.00315742,9795.94377253,34522718159.4693,178339437206.337
2020-07-03,0.0744047619047619,0.29017857142857145,0,1,9121.60053553,9163.22109566,8890.74417157,8909.9536515,36216930369.6665,162684945902.611
2020-07-04,0.16666666666666666,0.42500000000000004,0,1,7273.64421075,7427.93933989,7136.71418613,7176.41450049,44243482667.8499,131409299432.46
2020-07-05,0.07142857142857142,0.08571428571428572,0,0,9261.89505826,9992.66392105,9138.32257195,9951.5187451,61112700562.079,182787376636.504
2020-07-06,0.1036525974025974,0.3496753246753247,0,1,9653.00332503,9768.49790176,9458.1504702,9758.8524174,25015250845.6586,179540253701.404
2020-07-07,0.0537962962962963,0.3341666666666667,0,1,9349.16137441,9360.61757468,9201.81538154,9252.27750386,13839652594.6508,170485472276.31302
2020-07-08,0.05658868092691622,0.2237106357694593,0,1,11778.8942824,11898.0384141,11408.5940427,11601.4727146,23132312867.154,214097928027.496
2020-07-09,0.10234848484848486,0.29241161616161615,0,1,10280.9976217,10399.1534283,9916.49293063,10369.5637386,33703098409.3065,191657203885.383
2020-07-10,-0.07045454545454544,0.22140151515151515,0,1,10603.35546589,10680.50819786,10562.50712617,10668.96895539,37799458435.800385,197485816054.93155
2020-07-11,0.13313131313131313,0.25895622895622894,0,1,15565.88058298,15737.09557115,14423.20290926,14833.754107499999,35024953705.61895,274970333139.98395
2020-07-12,0.0998347107438017,0.33763085399449033,0,1,19343.12879819,19411.82767631,18931.14291942,19191.63128698,26896357742.243275,356293229783.3031
2020-07-13,0.10109848484848487,0.3589393939393939,0,1,9277.204660100002,9306.40492983,9224.29284137,9243.61385509,17519821266.4821,170379677119.097
2020-07-14,0.02601851851851852,0.13648148148148148,0,0,9238.7032275,9283.84214229,9171.66111846,9243.21341642,18085038362.4529,170380670524.82098
2020-07-15,0.020629370629370626,0.24825174825174823,0,1,9241.89699957,9275.32512547,9171.93355443,9192.83736784,15844731575.2007,169460074575.96
2020-07-16,-0.001737967914438504,0.27018716577540103,0,1,9191.980233600001,9214.31269823,9088.94740241,9132.22786293,15713967522.661999,168350501976.25
2020-07-17,-0.026485088985088986,0.13808321308321306,0,0,9131.8121414,9182.25430793,9089.20245471,9151.39223963,13944570749.4994,168710427573.953
2020-07-18,-0.006313131313131314,0.2794191919191919,0,1,9151.18404834,9230.98350533,9100.82441002,9159.03990531,12252601474.7851,168858972268.985
2020-07-19,-0.04175824175824175,0.309981684981685,0,1,9158.00603543,9201.39848305,9097.63308598,9185.81691242,12939002784.0054,169360219986.106
2020-07-20,0.16444444444444445,0.18888888888888888,0,0,9187.22037014,9214.27062879,9137.50962153,9164.231364700001,13755604145.7171,168970262858.50302
2020-07-21,0.135,0.4833333333333333,0,1,9162.51448207,9407.26305599,9149.3899187,9374.88752808,18069581955.5535,172861732402.087
2020-07-22,0.1777462121212121,0.29734848484848486,0,1,9375.08046428,9530.5190089,9319.65339503,9525.36344997,16532254884.4441,175644844408.412
2020-07-23,-0.0125,0.1515625,0,0,9527.14199636,9610.24712467,9483.00401906,9581.07201141,18146399001.7048,176680237480.007
2020-07-24,0.10681818181818183,0.30328282828282827,0,1,9585.51480236,9623.33703153,9481.45392527,9536.89268563,16552768324.6558,175875016548.431
2020-07-25,-0.06540404040404041,0.17828282828282827,0,0,9539.48551544,9704.55701308,9530.21219614,9677.11349729,16610070932.7937,178469614078.30103
2020-07-26,0.05000000000000003,0.33125,0,1,9680.23483128,10023.807661,9652.84720642,9905.16724705,20507998996.6863,182685328095.43
2020-07-27,0.03939393939393939,0.21666666666666667,0,1,9905.21791377,11298.2217576,9903.97011125,10990.873399799999,35359749590.1205,202719581736.84198
2020-07-28,0.05395061728395062,0.20839506172839506,0,1,11017.463847600002,11204.327602,10632.6317033,10912.8230505,28766551141.779,201290022192.811
2020-07-29,0.038461538461538464,0.19615384615384615,0,0,10912.9529611,11304.3970694,10856.1413409,11100.4681253,24617249714.5052,204761455132.909
2020-07-30,0.015625,0.31640625,0,1,11099.8328914,11169.3566691,10895.4554062,11111.2142899,22857247900.667004,204969047788.0
2020-07-31,0.021,0.07649999999999998,0,0,11110.2109424,11415.8638958,10987.0535485,11323.4664207,23160469766.3921,208895308529.07397
2020-08-01,0.09919507575757575,0.2761363636363637,0,1,8161.93547734,8396.73788064,7956.77421957,8079.86277673,31672559264.5185,146645162431.47598
2020-08-02,0.06715488215488216,0.16971380471380473,0,0,9793.07042002,9876.74934121,9678.90979138,9865.11946905,35172043761.8284,179615828322.347
2020-08-03,0.05896464646464646,0.18080808080808083,0,0,8908.20601509,8914.34415498,8105.25280434,8108.11629101,39973102120.5682,148060284561.061
2020-08-04,0.034380165289256207,0.08793388429752065,0,0,7179.28341821,7356.22386412,7153.30567428,7334.09845346,37563249548.9382,134309895035.59698
2020-08-05,-0.0069696969696969625,0.31898989898989893,0,1,9936.16248196,9996.74335304,9767.17307027,9842.66636785,51780748041.9506,180804859844.221
2020-08-06,0.032769360269360275,0.21095959595959593,0,1,9760.0632524,9782.30649673,9675.88590718,9771.48948366,21486346311.9064,179782576533.65198
2020-08-07,0.06057162534435261,0.3471418732782369,0,1,9253.02015436,9450.33567174,9249.49994806,9428.333084799999,19702359882.8975,173738543115.206
2020-08-08,0.019999999999999997,0.11000000000000001,0,0,11604.553347600002,11800.0648506,11558.4316317,11754.0458135,17572057837.4054,216924147850.74103
2020-08-09,-0.05694444444444443,0.37777777777777777,0,1,10369.306968500001,10414.775208399999,9945.11015892,10131.5166457,33430927462.2299,187267336727.67603
2020-08-10,0.16711647727272727,0.43622159090909085,0,1,10669.37115892,10945.73703324,10562.60610109,10915.68573098,63314794397.11185,202064144550.3406
2020-08-11,-0.01803030303030303,0.2271212121212121,0,1,14833.75408424,15637.32033788,14744.10989581,15479.56703842,26632075028.85488,286955182899.01483
2020-08-12,0.01,0.11499999999999999,0,0,19191.52946283,19283.47833933,18269.94544375,18321.14491611,31692288756.379017,340148764251.7229
2020-08-13,-0.026250000000000002,0.1075,0,0,11588.4055125,11796.3961941,11216.872539799999,11784.1373895,27522199497.2324,217534728412.94897
2020-08-14,0.125,0.0875,0,0,11772.6593859,12150.9936677,11685.4554805,11768.870619299998,24237958589.0645,217265120502.897
2020-08-15,0.0,0.26666666666666666,0,1,11768.697144299998,11963.203064899999,11768.697144299998,11865.69857,23354924400.3362,219064372745.25897
2020-08-16,0.06000000000000003,0.39333333333333337,0,1,11866.6855801,11934.900915100001,11737.1885988,11892.8040631,20583375490.1685,219576092170.35898
2020-08-17,-0.00011904761904761585,0.22690476190476191,0,1,11895.6577737,12359.0570221,11806.6958823,12254.401908299998,28227687026.7691,226261747567.102
2020-08-18,0.0642857142857143,0.2785714285714286,0,1,12251.8959698,12335.7070704,11954.5257491,11991.2332456,26043227671.8792,221413097553.274
2020-08-19,0.07314814814814816,0.31166666666666665,0,1,11990.8847804,12028.923444299999,11687.332830500001,11758.2835921,24502851117.2582,217122068305.445
2020-08-20,0.1021043771043771,0.28359638047138047,0,1,11761.499735,11900.4111753,11710.063372600001,11878.371621100001,20175242944.6744,219350310325.75897
2020-08-21,-0.0034090909090909102,0.14356060606060606,0,0,11878.026439,11899.2593199,11564.9793191,11592.4890449,23762425998.9504,214082401860.976
2020-08-22,-0.052777777777777764,0.17407407407407408,0,0,11585.477534200001,11689.4073895,11448.8060449,11681.8255623,20224191305.9585,215742068894.983
2020-08-23,0.12666666666666665,0.26666666666666666,0,1,11679.695958700002,11713.4297949,11559.9212608,11664.8479948,18482062657.8012,215439967321.33603
2020-08-24,-0.032323232323232316,0.1595959595959596,0,0,11663.689552299998,11807.632316399999,11623.2504376,11774.5958414,20681511754.5735,217477962650.242
2020-08-25,0.03571428571428571,0.2857142857142857,0,1,11773.58935,11778.299895299999,11189.8510492,11366.1350817,26301509931.9274,209942744480.573
2020-08-26,0.05541958041958042,0.2543900543900544,0,1,11366.894932899999,11530.0530661,11296.993373000001,11488.3634896,22466660957.6266,212210534428.287
2020-08-27,0.09345238095238095,0.390391156462585,0,1,11485.6083964,11570.7863091,11185.9418123,11323.3970324,23240415075.9787,209172436816.55103
2020-08-28,0.02694214876033058,0.12071625344352616,0,0,11325.2956031,11545.6154059,11316.422439700002,11542.4997333,19807127587.5076,213231661583.088
2020-08-29,0.03500000000000001,0.5008333333333332,0,1,11541.054325399999,11585.6406794,11466.2933646,11506.8653177,17485597759.1377,212583870983.482
2020-08-30,0.08888888888888889,0.09444444444444444,0,0,11508.7139745,11715.2648492,11492.381773000001,11711.506161,19760127944.6617,216373660045.36
2020-08-31,0.045732323232323235,0.2651262626262626,0,1,11713.306271899999,11768.8767439,11598.3184963,11680.8204905,22285928250.3117,215817677821.857
2020-09-01,0.09626389376389377,0.3259836784836785,0,1,8082.29607413,8082.29607413,7842.403613400001,7879.07152428,24045990465.6494,143016572819.392
2020-09-02,-0.017105263157894738,0.1875,0,0,9863.89488145,10129.435160299998,9850.39221314,10116.673759000001,35807884663.4158,184214765394.475
2020-09-03,-0.018214285714285718,0.2792857142857143,0,1,8111.14639164,8177.79322362,7690.09818591,7923.6447033,46936995808.1849,144706353758.487
2020-09-04,0.05142857142857142,0.2092857142857143,0,1,7337.9661825,7341.44831412,7179.0943407,7302.089510500001,34815139177.5936,133737857009.88199
2020-09-05,-0.039999999999999966,0.3333333333333333,0,1,9840.90638396,9913.86299284,9580.64449235,9593.89673363,46566121841.1111,176251395672.863
2020-09-06,0.125,0.125,0,0,9774.35993635,9836.36896869,9664.72013333,9795.70019463,23717842782.9821,180237817527.031
2020-09-07,0.03089225589225589,0.18383838383838383,0,0,9427.99387728,9431.37858131,9234.99945975,9277.96790642,18000702524.1277,170977231637.68698
2020-09-08,0.13011363636363635,0.322005772005772,0,1,11737.325234200001,11806.0562765,11548.7844464,11675.7393433,17489608833.2939,215490364254.781
2020-09-09,-0.11597222222222221,0.17013888888888887,0,0,10134.151506100001,10350.5427324,10017.2510729,10242.347780299999,24128292754.8478,189325507175.126
2020-09-10,0.10299999999999998,0.2545,0,1,10927.91292433,11102.67150545,10846.8504295,11064.45759247,22799117612.794453,204827451843.37866
2020-09-11,0.06999999999999999,0.14750000000000002,0,0,15479.59572319,15785.13687202,14865.52927664,15332.31559743,34149115565.701942,284236108837.2787
2020-09-12,-0.09246031746031742,0.2825396825396825,0,1,18320.88478403,18626.29265152,17935.54781966,18553.91537685,34420373070.859474,344486483494.44324
2020-09-13,0.09483585858585859,0.4495454545454545,0,1,10452.3990309,10577.215241299999,10224.3299006,10323.7557975,36506852789.3039,190870759062.07898
2020-09-14,0.002272727272727275,0.35454545454545455,0,1,10328.734111599999,10800.0110604,10266.008770999999,10680.837432799999,35453581939.7213,197484272946.612
2020-09-15,0.15416666666666667,0.3134259259259259,0,1,10677.7548513,10938.6320402,10656.4603435,10796.9509861,32509451925.0468,199641896761.512
2020-09-16,-0.013490675990675993,0.3526806526806527,0,1,10797.762018700001,11100.1243423,10704.8843495,10974.9048915,30769986454.5301,202942925722.083
2020-09-17,0.07499999999999998,0.46249999999999997,0,1,10973.2522347,11037.4211271,10774.6276667,10948.989915200002,38151810523.0524,202475761712.39398
2020-09-18,0.09375,0.15041666666666667,0,0,10951.8200208,11034.908069,10829.6568158,10944.5858045,26341903912.3861,202405809880.58102
2020-09-19,-0.1127272727272727,0.23257575757575757,0,1,10933.7526485,11134.0927157,10909.6183675,11094.346276100001,22764204007.5724,205185696336.192
2020-09-20,0.060714285714285714,0.17857142857142855,0,0,11095.8697916,11095.8697916,10814.4770514,10938.2712894,24699523787.7245,202308927892.353
2020-09-21,0.09932659932659933,0.31616161616161614,0,1,10934.9255349,10988.304783,10380.2607189,10462.2596185,28884999243.6721,193514327128.297
2020-09-22,0.20303030303030303,0.34810606060606064,1,1,10459.624508399998,10568.0767512,10382.7262965,10538.4603213,23621787803.579,194932197947.436
2020-09-23,0.04228395061728395,0.1765432098765432,0,0,10535.49244237,10537.82809054,10197.86492469,10246.18649281,23788661866.987087,189529920746.46765
2020-09-24,-0.0702295684113866,0.282534435261708,0,1,10248.78655955,10771.05620224,10231.49011991,10760.06625677,47144380901.6858,199045623654.10294
2020-09-25,0.015625,0.06458333333333334,0,0,10761.10978907,10777.69586388,10578.91424754,10692.71721234,39348590957.36073,197809986225.92685
2020-09-26,-0.055357142857142834,0.22738095238095238,0,1,10695.57508179,10772.99865956,10667.28093407,10750.72357903,46852525492.62939,198893019773.83694
2020-09-27,0.14583333333333334,0.5625,0,1,10746.89275768,10803.97608005,10622.92175798,10775.26937624,53745972818.151115,199357967522.5053
2020-09-28,0.10519480519480519,0.16969696969696968,0,0,10776.6136391,10945.34790707,10703.89325099,10709.65218175,47762394730.65361,198154065044.1842
2020-09-29,-0.2325,0.48,-1,1,10709.65002191,10860.00069783,10649.49543862,10844.64098118,46582396602.07544,200660083838.7249
2020-09-30,-0.05226124885215795,0.24010560146923784,0,1,10843.87075063,10847.25699325,10669.32109268,10784.49157795,44171073700.186745,199556965503.7717
2020-10-01,0.07629509379509379,0.1952958152958153,0,0,7878.30753815,8166.55414039,7726.77498918,8166.55414039,28714583843.7846,148249907276.742
2020-10-02,0.049049242424242426,0.28757683982683985,0,1,10115.559686,10165.765355,9784.563801999999,9856.61149362,39386548074.7018,179494809265.716
2020-10-03,0.006790123456790128,0.38225308641975314,0,1,7922.147041600001,8136.9452227,7814.76324378,7909.72939346,42213940993.6104,144465567734.489
2020-10-04,0.08719696969696969,0.43704545454545457,0,1,7303.81519824,7303.81519824,6802.47496589,6865.49337195,43622840991.71,125755496117.263
2020-10-05,0.0,0.08888888888888889,0,0,9591.16923131,9595.58062909,8395.10745112,8756.43114193,63325279336.9553,160884755210.801
2020-10-06,0.039636363636363636,0.26945454545454545,0,1,9794.11951106,9908.89655918,9728.29114041,9870.09445278,25706567600.5701,181616765438.40198
2020-10-07,0.08888888888888889,0.3361111111111111,0,1,9273.35699507,9287.47159361,9118.00240742,9278.807867200001,16860035604.803999,171001933826.989
2020-10-08,0.0,0.0,0,0,11662.2569338,12045.140317799998,11662.2569338,11878.111325299998,26114112569.4156,219235405395.415
2020-10-09,0.08888888888888888,0.2814814814814815,0,1,10242.3301347,10503.912526200002,10238.1358906,10363.1390401,54406443210.5135,191568387061.555
2020-10-10,-0.05555555555555555,0.03888888888888889,0,0,11059.14269142,11442.2111099,11056.94053325,11296.3614282,22877978587.762783,209130239494.6501
2020-10-11,0.25,0.25,1,1,15332.350373,15450.32935034,15124.95988876,15290.90268148,25574938143.15171,283468380961.4247
2020-10-12,0.06999999999999999,0.24666666666666667,0,1,18553.29972814,18553.29972814,17957.06521319,18264.99210672,25547132265.471,339136939585.8366
2020-10-13,0.12424242424242425,0.2833333333333333,0,1,11548.71975926,11548.98483187,11321.22451322,11425.899400700002,24241420250.858337,211565586739.30667
2020-10-14,0.05191287878787878,0.2015151515151515,0,1,11429.04780192,11539.97794666,11307.8308683,11429.50688675,24103426719.264656,211643390713.38095
2020-10-15,0.0031013257575757576,0.2373342803030303,0,1,11426.60259823,11569.91418955,11303.60351126,11495.34965037,24487233057.76924,212873103428.00134
2020-10-16,-0.00984848484848485,0.29865319865319867,0,1,11502.82812628,11540.06192994,11223.01278163,11322.12268618,25635480771.68089,209676088343.852
2020-10-17,0.012932900432900435,0.6435064935064935,0,1,11322.1226857,11386.26157113,11285.34551243,11358.10156733,19130430173.838352,210353665235.4524
2020-10-18,0.011111111111111136,0.2347222222222222,0,1,11355.98226642,11483.35971184,11347.57856324,11483.35971184,18283314340.336567,212682581771.31265
2020-10-19,0.047407407407407405,0.21185185185185185,0,1,11495.03793859,11799.0929777,11408.29011785,11742.03715033,23860769927.722214,217482407293.08884
2020-10-20,0.1,0.3,0,1,11745.97493298,11999.91801959,11681.48002079,11916.33514058,30915821592.101604,220721282864.58752
2020-10-21,0.03566666666666667,0.23933333333333331,0,1,11913.07748936,13184.56617255,11900.92861734,12823.68918938,43414712626.04591,237532386962.5129
2020-10-22,0.11034965034965033,0.3783449883449883,0,1,12801.63536307,13161.5941072,12717.09345651,12965.89129043,34729759598.046684,240166387521.54385
2020-10-23,0.02727272727272727,0.24166666666666667,0,1,12971.54847683,13015.96144265,12752.64702492,12931.53902256,28974975002.911232,239557562148.2678
2020-10-24,-0.024999999999999984,0.5597222222222222,0,1,12931.57391476,13145.06668559,12885.74662851,13108.06261161,24542317939.95521,242839876186.2097
2020-10-25,0.16544444444444445,0.4228888888888889,0,1,13108.06314181,13329.18403245,12910.06108914,13031.17431056,24406920575.03764,241425217439.9117
2020-10-26,-0.0030555555555555544,0.35236111111111107,0,1,13031.20124688,13225.29776076,12822.38232695,13075.24769656,29461458313.155544,242250997935.6733
2020-10-27,0.0839330808080808,0.19019360269360272,0,0,13075.24249433,13759.66872521,13060.83803686,13654.21844012,33749878155.991123,252985946389.91595
2020-10-28,0.061010101010101014,0.12855218855218856,0,0,13654.21446094,13837.69545246,12932.25058412,13271.28536861,35867318894.915474,245899824464.83194
2020-10-29,0.00222222222222222,0.10444444444444445,0,0,13271.29897868,13612.04801658,12980.059281299998,13437.8832414,56499499598.2837,248995322466.39035
2020-10-30,0.051587301587301584,0.21785714285714283,0,1,13437.87353717,13651.51626952,13136.19868838,13546.52226938,30581485200.6849,251018154919.98654
2020-10-31,0.07250000000000002,0.31277777777777777,0,1,13546.5326493,14028.21429317,13457.52983298,13780.99470249,30306464718.75512,255372071116.2785
2020-11-01,0.1746843434343434,0.2394570707070707,0,1,8162.191137899999,8218.3589373,8029.64210795,8037.53738872,25521165085.3714,145924199942.31198
2020-11-02,0.14298245614035088,0.26284461152882205,0,1,9855.89170857,10210.0526411,9729.33489054,10208.2362609,37648059388.6878,185917114988.663
2020-11-03,0.012753623188405793,0.24884057971014495,0,1,7910.08980669,7950.81435628,7642.81243049,7911.43012933,38682762604.6366,144508402670.56302
2020-11-04,0.0,0.21875,0,1,6867.440451899999,6926.0696338,6789.920702399999,6859.08296343,31222085946.2734,125651623116.07
2020-11-05,0.05382284382284381,0.22945221445221442,0,1,8755.535638899999,9033.47117613,8374.32297508,8601.79620238,57119858801.9446,158059235275.589
2020-11-06,0.04756198347107438,0.18914600550964186,0,0,9870.07852908,9938.29767389,9263.06958826,9321.78129819,30247143440.179,171538133043.47302
2020-11-07,-0.06666666666666668,0.2,0,0,9277.51196283,9293.53268075,9199.48551044,9240.34632654,13249910444.0746,170302234777.528
2020-11-08,0.03928571428571428,0.23333333333333334,0,1,11881.64754,11932.711173799999,11195.7092716,11410.5256775,27039782639.9113,210616121944.733
2020-11-09,0.09087301587301587,0.3577380952380953,0,1,10369.0283892,10434.9225461,10140.836685799999,10400.914685400001,45201121774.7768,192275791668.534
2020-11-10,-0.06287878787878788,0.3386363636363636,0,1,11296.08178425,11428.81376969,11288.62766113,11384.1819535,19968627059.964268,210766812992.17508
2020-11-11,0.12815656565656566,0.32936507936507936,0,1,15290.90879034,15916.26081024,15290.00681729,15701.33973237,29772374934.00697,291077214051.6671
2020-11-12,-0.0002705627705627743,0.26060606060606056,0,1,18263.92925463,18268.4528447,17619.53238938,18058.90334725,27919640985.341442,335326168918.5213
2020-11-13,-0.0222107438016529,0.2161157024793388,0,1,16276.440477200002,16463.17783998,15992.1528006,16317.80819009,31599492172.18153,302505533181.2506
2020-11-14,-0.023333333333333317,0.31666666666666665,0,1,16317.80834223,16317.80834223,15749.19296725,16068.13870685,27481710135.408524,297877068422.63354
